source_id,source,target_id,target,amount,year,amount2
190,DTE Energy Foundation,406,Payne-Pullman School of Trade and Commerce,2500,2011,"2,000 - 9,999"
190,DTE Energy Foundation,410,"Pewabic Society, Inc",15000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,418,"Project SEED, Inc",20000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,428,"Rebirth, Inc",3500,2011,"2,000 - 9,999"
190,DTE Energy Foundation,430,"Rehabilitation Institute, Inc",1000,2011,"0 - 1,999"
190,DTE Energy Foundation,437,Ronald McDonald House Charities of Southeastern Michigan,1000,2011,"0 - 1,999"
190,DTE Energy Foundation,440,"Ruth Ellis Center, Inc",10000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,448,"SER Metro Detroit Jobs for Progress, Inc",20000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,451,"Sickle Cell Disease Association of America Michigan Chapter, Inc",1000,2011,"0 - 1,999"
190,DTE Energy Foundation,452,Sisters Acquiring Financial Empowerment,1500,2011,"0 - 1,999"
190,DTE Energy Foundation,462,Southwest Detroit Environmental Vision Project,10000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,467,"Sphinx Organization, Inc",150000,2011,"100,000 - 249,999"
190,DTE Energy Foundation,473,St John Community Health Investment Corporation,1500,2011,"0 - 1,999"
190,DTE Energy Foundation,489,The Parade Company,1500,2011,"0 - 1,999"
190,DTE Energy Foundation,496,"Think Detroit PAL, Inc",215000,2011,"100,000 - 249,999"
190,DTE Energy Foundation,507,United Health Organization,1000,2011,"0 - 1,999"
190,DTE Energy Foundation,509,"United Negro College Fund, Inc",36067,2011,"10,000 - 49,999"
190,DTE Energy Foundation,511,United Way for Southeastern Michigan,475100,2011,"250,000 - 499,999"
190,DTE Energy Foundation,512,University Cultural Center Association,50000,2011,"50,000 - 99,999"
190,DTE Energy Foundation,516,University of Detroit Mercy,55915,2011,"50,000 - 99,999"
190,DTE Energy Foundation,521,Urban League of Detroit and Southeastern Michigan,11000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,532,WARM Training Center,5000,2011,"2,000 - 9,999"
190,DTE Energy Foundation,533,"Warren-Connor Development Coalition, Inc",20000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,539,Wayne State University,745,2011,"0 - 1,999"
190,DTE Energy Foundation,539,Wayne State University,124080,2011,"100,000 - 249,999"
190,DTE Energy Foundation,546,We Care Senior Meals Program,1000,2011,"0 - 1,999"
190,DTE Energy Foundation,547,Wellspring,5000,2011,"2,000 - 9,999"
190,DTE Energy Foundation,551,Women's Leadership Forum,20000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,554,"Yellow Tigers, Inc",1000,2011,"0 - 1,999"
190,DTE Energy Foundation,555,YMCA of Metropolitan Detroit,1000,2011,"0 - 1,999"
190,DTE Energy Foundation,556,Young Detroit Builders,2500,2011,"2,000 - 9,999"
190,DTE Energy Foundation,558,"Youth Connection, Inc",5500,2011,"2,000 - 9,999"
190,DTE Energy Foundation,560,YWCA of Metropolitan Detroit,20000,2011,"10,000 - 49,999"
205,Erb Foundation,29,Arts & Scraps,20000,2013,"10,000 - 49,999"
205,Erb Foundation,29,Arts & Scraps,20000,2011,"10,000 - 49,999"
205,Erb Foundation,30,"Arts League of Michigan, Inc",50000,2013,"50,000 - 99,999"
205,Erb Foundation,30,"Arts League of Michigan, Inc",50000,2012,"50,000 - 99,999"
205,Erb Foundation,30,"Arts League of Michigan, Inc",50000,2011,"50,000 - 99,999"
205,Erb Foundation,68,Capuchin Soup Kitchen,132800,2012,"100,000 - 249,999"
205,Erb Foundation,82,Charles H. Wright Museum of African American History,50000,2013,"50,000 - 99,999"
205,Erb Foundation,82,Charles H. Wright Museum of African American History,50000,2011,"50,000 - 99,999"
205,Erb Foundation,98,City Connect Detroit,75000,2011,"50,000 - 99,999"
205,Erb Foundation,105,College for Creative Studies,50000,2013,"50,000 - 99,999"
205,Erb Foundation,105,College for Creative Studies,50000,2011,"50,000 - 99,999"
205,Erb Foundation,128,Detroit Artists Market,20000,2013,"10,000 - 49,999"
205,Erb Foundation,128,Detroit Artists Market,20000,2011,"10,000 - 49,999"
205,Erb Foundation,145,Detroit Economic Growth Association,100000,2011,"100,000 - 249,999"
205,Erb Foundation,147,Detroit Educational Television Network,95000,2012,"50,000 - 99,999"
205,Erb Foundation,147,Detroit Educational Television Network,100000,2013,"100,000 - 249,999"
205,Erb Foundation,147,Detroit Educational Television Network,100000,2012,"100,000 - 249,999"
205,Erb Foundation,147,Detroit Educational Television Network,200000,2011,"100,000 - 249,999"
205,Erb Foundation,147,Detroit Educational Television Network,200000,2013,"100,000 - 249,999"
205,Erb Foundation,152,Detroit Hispanic Development Corporation,30000,2011,"10,000 - 49,999"
205,Erb Foundation,153,Detroit Historical Society,50000,2013,"50,000 - 99,999"
205,Erb Foundation,153,Detroit Historical Society,50000,2011,"50,000 - 99,999"
205,Erb Foundation,156,Detroit Institute of the Arts,200000,2013,"100,000 - 249,999"
205,Erb Foundation,156,Detroit Institute of the Arts,200000,2011,"100,000 - 249,999"
205,Erb Foundation,158,Detroit International Jazz Festival,50000,2013,"50,000 - 99,999"
205,Erb Foundation,158,Detroit International Jazz Festival,50000,2012,"50,000 - 99,999"
205,Erb Foundation,158,Detroit International Jazz Festival,50000,2011,"50,000 - 99,999"
205,Erb Foundation,166,Detroit Public Library Friends Foundation,20000,2013,"10,000 - 49,999"
205,Erb Foundation,166,Detroit Public Library Friends Foundation,50000,2011,"50,000 - 99,999"
205,Erb Foundation,171,"Detroit Riverfront Conservancy, Inc",1000000,2010,"1,000,000 - 2,999,999"
205,Erb Foundation,173,Detroit Science Center,25000,2011,"10,000 - 49,999"
205,Erb Foundation,175,Detroit Symphony Orchestra,50000,2011,"50,000 - 99,999"
205,Erb Foundation,175,Detroit Symphony Orchestra,50000,2013,"50,000 - 99,999"
205,Erb Foundation,175,Detroit Symphony Orchestra,50000,2012,"50,000 - 99,999"
205,Erb Foundation,175,Detroit Symphony Orchestra,200000,2013,"100,000 - 249,999"
205,Erb Foundation,175,Detroit Symphony Orchestra,200000,2011,"100,000 - 249,999"
205,Erb Foundation,182,Detroit Zoological Society,200000,2013,"100,000 - 249,999"
205,Erb Foundation,182,Detroit Zoological Society,200000,2011,"100,000 - 249,999"
205,Erb Foundation,184,Detroiters Working for Environmental Justice,40000,2013,"10,000 - 49,999"
205,Erb Foundation,184,Detroiters Working for Environmental Justice,40000,2012,"10,000 - 49,999"
205,Erb Foundation,184,Detroiters Working for Environmental Justice,75000,2012,"50,000 - 99,999"
205,Erb Foundation,184,Detroiters Working for Environmental Justice,75000,2011,"50,000 - 99,999"
205,Erb Foundation,184,Detroiters Working for Environmental Justice,90000,2012,"50,000 - 99,999"
205,Erb Foundation,184,Detroiters Working for Environmental Justice,300000,2013,"250,000 - 499,999"
205,Erb Foundation,192,East Michigan Environmental Action Council,60000,2012,"50,000 - 99,999"
205,Erb Foundation,192,East Michigan Environmental Action Council,60000,2011,"50,000 - 99,999"
205,Erb Foundation,193,Eastern Market Corporation,50000,2013,"50,000 - 99,999"
205,Erb Foundation,193,Eastern Market Corporation,200000,2011,"100,000 - 249,999"
205,Erb Foundation,252,Greening of Detroit,300000,2013,"250,000 - 499,999"
205,Erb Foundation,259,Heidelberg Project,100000,2012,"100,000 - 249,999"
205,Erb Foundation,265,Heritage Works,20000,2013,"10,000 - 49,999"
205,Erb Foundation,265,Heritage Works,20000,2011,"10,000 - 49,999"
205,Erb Foundation,279,InsideOut Literary Arts Project,50000,2012,"50,000 - 99,999"
205,Erb Foundation,310,Lambert Sanctuaries Greater Woodward Community Development Corporation,20000,2013,"10,000 - 49,999"
205,Erb Foundation,319,Living Arts,20000,2011,"10,000 - 49,999"
205,Erb Foundation,319,Living Arts,50000,2013,"50,000 - 99,999"
205,Erb Foundation,329,Marygrove College,20000,2013,"10,000 - 49,999"
205,Erb Foundation,329,Marygrove College,20000,2011,"10,000 - 49,999"
205,Erb Foundation,331,"Matrix Theatre Company, Inc",90000,2013,"50,000 - 99,999"
205,Erb Foundation,349,Michigan Opera Theatre,50000,2013,"50,000 - 99,999"
205,Erb Foundation,349,Michigan Opera Theatre,50000,2011,"50,000 - 99,999"
205,Erb Foundation,355,Michigan State University,50000,2013,"50,000 - 99,999"
205,Erb Foundation,355,Michigan State University,50000,2012,"50,000 - 99,999"
205,Erb Foundation,355,Michigan State University,50000,2011,"50,000 - 99,999"
205,Erb Foundation,363,"Midtown Detroit, Inc",15000,2013,"10,000 - 49,999"
205,Erb Foundation,363,"Midtown Detroit, Inc",50000,2012,"50,000 - 99,999"
205,Erb Foundation,368,Mosaic Youth Theatre of Detroit,50000,2013,"50,000 - 99,999"
205,Erb Foundation,368,Mosaic Youth Theatre of Detroit,50000,2011,"50,000 - 99,999"
205,Erb Foundation,368,Mosaic Youth Theatre of Detroit,70000,2013,"50,000 - 99,999"
205,Erb Foundation,370,Motown Historical Museum,30000,2013,"10,000 - 49,999"
205,Erb Foundation,370,Motown Historical Museum,30000,2011,"10,000 - 49,999"
205,Erb Foundation,372,Museum of Contemporary Art Detroit (MOCAD),50000,2013,"50,000 - 99,999"
205,Erb Foundation,373,"Music Hall Center for the Performing Arts, Inc",50000,2013,"50,000 - 99,999"
205,Erb Foundation,373,"Music Hall Center for the Performing Arts, Inc",50000,2011,"50,000 - 99,999"
205,Erb Foundation,409,Pewabic Pottery,50000,2011,"50,000 - 99,999"
205,Erb Foundation,409,Pewabic Pottery,50000,2013,"50,000 - 99,999"
205,Erb Foundation,422,PuppetART,20000,2013,"10,000 - 49,999"
205,Erb Foundation,422,PuppetART,20000,2011,"10,000 - 49,999"
205,Erb Foundation,444,Scarab Club,20000,2013,"10,000 - 49,999"
205,Erb Foundation,444,Scarab Club,20000,2011,"10,000 - 49,999"
205,Erb Foundation,460,Southwest Detroit Business Association,20000,2011,"10,000 - 49,999"
205,Erb Foundation,460,Southwest Detroit Business Association,20000,2013,"10,000 - 49,999"
205,Erb Foundation,460,Southwest Detroit Business Association,45000,2013,"10,000 - 49,999"
205,Erb Foundation,462,Southwest Detroit Environmental Vision Project,60000,2012,"50,000 - 99,999"
205,Erb Foundation,467,"Sphinx Organization, Inc",50000,2011,"50,000 - 99,999"
205,Erb Foundation,467,"Sphinx Organization, Inc",50000,2013,"50,000 - 99,999"
205,Erb Foundation,516,University of Detroit Mercy,50000,2011,"50,000 - 99,999"
205,Erb Foundation,529,VSA Michigan,20000,2013,"10,000 - 49,999"
205,Erb Foundation,529,VSA Michigan,20000,2011,"10,000 - 49,999"
205,Erb Foundation,532,WARM Training Center,10000,2013,"10,000 - 49,999"
205,Erb Foundation,532,WARM Training Center,10000,2012,"10,000 - 49,999"
205,Erb Foundation,532,WARM Training Center,10000,2011,"10,000 - 49,999"
205,Erb Foundation,533,"Warren-Connor Development Coalition, Inc",146000,2011,"100,000 - 249,999"
205,Erb Foundation,533,"Warren-Connor Development Coalition, Inc",170000,2012,"100,000 - 249,999"
205,Erb Foundation,533,"Warren-Connor Development Coalition, Inc",170000,2013,"100,000 - 249,999"
205,Erb Foundation,539,Wayne State University,25000,2011,"10,000 - 49,999"
205,Erb Foundation,539,Wayne State University,30000,2013,"10,000 - 49,999"
205,Erb Foundation,539,Wayne State University,30000,2013,"10,000 - 49,999"
205,Erb Foundation,539,Wayne State University,30000,2011,"10,000 - 49,999"
205,Erb Foundation,539,Wayne State University,30000,2011,"10,000 - 49,999"
205,Erb Foundation,539,Wayne State University,95000,2012,"50,000 - 99,999"
205,Erb Foundation,539,Wayne State University,100000,2012,"100,000 - 249,999"
205,Erb Foundation,555,YMCA of Metropolitan Detroit,50000,2013,"50,000 - 99,999"
205,Erb Foundation,555,YMCA of Metropolitan Detroit,50000,2011,"50,000 - 99,999"
205,Erb Foundation,565,Alliance of Rouge Communities,150000,2012,"100,000 - 249,999"
205,Erb Foundation,566,Belle Isle Conservancy,50000,2013,"50,000 - 99,999"
205,Erb Foundation,567,CultureSource,50000,2013,"50,000 - 99,999"
205,Erb Foundation,567,CultureSource,50000,2011,"50,000 - 99,999"
205,Erb Foundation,568,"Detroit Eastside Community Collaborative, Inc",10000,2013,"10,000 - 49,999"
205,Erb Foundation,569,International Wildlife Refuge Alliance,50000,2011,"50,000 - 99,999"
205,Erb Foundation,570,Lawrence Technological University,22000,2013,"10,000 - 49,999"
205,Erb Foundation,571,Michigan Environmental Council,50000,2013,"50,000 - 99,999"
205,Erb Foundation,571,Michigan Environmental Council,50000,2013,"50,000 - 99,999"
205,Erb Foundation,572,Millan Theatre Company,30000,2013,"10,000 - 49,999"
205,Erb Foundation,572,Millan Theatre Company,30000,2011,"10,000 - 49,999"
205,Erb Foundation,573,Recovery Park,100000,2011,"100,000 - 249,999"
205,Erb Foundation,573,Recovery Park,1000000,2012,"1,000,000 - 2,999,999"
205,Erb Foundation,574,Sierra Club,75000,2013,"50,000 - 99,999"
205,Erb Foundation,574,Sierra Club,75000,2011,"50,000 - 99,999"
205,Erb Foundation,574,Sierra Club,79700,2012,"50,000 - 99,999"
205,Erb Foundation,575,Voices for Earth Justice,20000,2012,"10,000 - 49,999"
220,Fisher Foundation,53,"Boy Scouts of America - Great Lakes Council, Inc",1000,2011,"0 - 1,999"
220,Fisher Foundation,61,"Brightmoor Alliance, Inc",74950,2011,"50,000 - 99,999"
220,Fisher Foundation,87,Children's Hospital of Michigan Foundation,97801,2011,"50,000 - 99,999"
220,Fisher Foundation,98,City Connect Detroit,17050,2011,"10,000 - 49,999"
220,Fisher Foundation,99,City Mission,56592,2011,"50,000 - 99,999"
220,Fisher Foundation,105,College for Creative Studies,77025,2011,"50,000 - 99,999"
220,Fisher Foundation,108,Community Foundation for Southeast Michigan,3720000,2011,"3,000,000 +"
220,Fisher Foundation,175,Detroit Symphony Orchestra,266666,2011,"250,000 - 499,999"
220,Fisher Foundation,175,Detroit Symphony Orchestra,333334,2011,"250,000 - 499,999"
220,Fisher Foundation,181,Detroit Youth Foundation,12500,2011,"10,000 - 49,999"
220,Fisher Foundation,185,"Development Centers, Inc",271333,2011,"250,000 - 499,999"
220,Fisher Foundation,225,"Forgotten Harvest, Inc",100000,2011,"100,000 - 249,999"
220,Fisher Foundation,258,Heat and Warmth Fund (THAW),75000,2011,"50,000 - 99,999"
220,Fisher Foundation,258,Heat and Warmth Fund (THAW),175000,2011,"100,000 - 249,999"
220,Fisher Foundation,349,Michigan Opera Theatre,50000,2011,"50,000 - 99,999"
220,Fisher Foundation,349,Michigan Opera Theatre,50000,2011,"50,000 - 99,999"
220,Fisher Foundation,399,Old Newsboys' Goodfellows Fund of Detroit,1000,2011,"0 - 1,999"
220,Fisher Foundation,467,"Sphinx Organization, Inc",160000,2011,"100,000 - 249,999"
220,Fisher Foundation,509,"United Negro College Fund, Inc",5000,2011,"2,000 - 9,999"
220,Fisher Foundation,511,United Way for Southeastern Michigan,321100,2011,"250,000 - 499,999"
220,Fisher Foundation,539,Wayne State University,50000,2011,"50,000 - 99,999"
224,Ford Foundation,16,Allied Media Projects,250000,2011,"250,000 - 499,999"
224,Ford Foundation,25,Arab Community Center for Economic and Social Services,166000,2011,"100,000 - 249,999"
224,Ford Foundation,25,Arab Community Center for Economic and Social Services,237832,2011,"100,000 - 249,999"
224,Ford Foundation,25,Arab Community Center for Economic and Social Services,510000,2011,"500,000 - 999,999"
224,Ford Foundation,108,Community Foundation for Southeast Michigan,500000,2011,"500,000 - 999,999"
224,Ford Foundation,175,Detroit Symphony Orchestra,330000,2011,"250,000 - 499,999"
224,Ford Foundation,192,East Michigan Environmental Action Council,150211,2011,"100,000 - 249,999"
224,Ford Foundation,231,Freedom Institute for Economic Social Justice & People Empowerment,100000,2011,"100,000 - 249,999"
224,Ford Foundation,244,Grandmont Rosedale Development Corporation,250000,2011,"250,000 - 499,999"
224,Ford Foundation,323,Loki Films LLC,250000,2011,"250,000 - 499,999"
224,Ford Foundation,332,Maurice and Jane Sugar Law Center for Economic and Social Justice,75000,2011,"50,000 - 99,999"
224,Ford Foundation,332,Maurice and Jane Sugar Law Center for Economic and Social Justice,200000,2011,"100,000 - 249,999"
224,Ford Foundation,338,Metropolitan Organizing Strategy Enabling Strength (MOSES),175000,2011,"100,000 - 249,999"
224,Ford Foundation,348,Michigan Nonprofit Association (MNA),332000,2011,"250,000 - 499,999"
224,Ford Foundation,352,Michigan Roundtable for Diversity and Inclusion,50000,2011,"50,000 - 99,999"
224,Ford Foundation,352,Michigan Roundtable for Diversity and Inclusion,395850,2011,"250,000 - 499,999"
224,Ford Foundation,356,Michigan Suburbs Alliance,170000,2011,"100,000 - 249,999"
224,Ford Foundation,429,Regents of the University of Michigan,156310,2011,"100,000 - 249,999"
224,Ford Foundation,429,Regents of the University of Michigan,200000,2011,"100,000 - 249,999"
224,Ford Foundation,429,Regents of the University of Michigan,250000,2011,"250,000 - 499,999"
224,Ford Foundation,450,Shorebank Enterprise Detroit,80000,2011,"50,000 - 99,999"
224,Ford Foundation,450,Shorebank Enterprise Detroit,150000,2011,"100,000 - 249,999"
224,Ford Foundation,481,State Voices,200000,2011,"100,000 - 249,999"
224,Ford Foundation,481,State Voices,425000,2011,"250,000 - 499,999"
224,Ford Foundation,502,"Triangle Foundation, Inc",100000,2011,"100,000 - 249,999"
224,Ford Foundation,511,United Way for Southeastern Michigan,100000,2011,"100,000 - 249,999"
224,Ford Foundation,511,United Way for Southeastern Michigan,400000,2011,"250,000 - 499,999"
224,Ford Foundation,512,University Cultural Center Association,250000,2011,"250,000 - 499,999"
224,Ford Foundation,516,University of Detroit Mercy,90000,2011,"50,000 - 99,999"
224,Ford Foundation,516,University of Detroit Mercy,200000,2011,"100,000 - 249,999"
224,Ford Foundation,516,University of Detroit Mercy,200000,2011,"100,000 - 249,999"
224,Ford Foundation,539,Wayne State University,38080,2011,"10,000 - 49,999"
263,Henry Ford Health System Foundation,262,Henry Ford Health System,17045222,2011,"3,000,000 +"
273,Hudson-Webber Foundation,24,Arab American National Museum,5000,2012,"2,000 - 9,999"
273,Hudson-Webber Foundation,72,Cass Corridor Neighborhood Development Corporation,100000,2012,"100,000 - 249,999"
273,Hudson-Webber Foundation,78,Center for Michigan,25000,2012,"10,000 - 49,999"
273,Hudson-Webber Foundation,82,Charles H. Wright Museum of African American History,10000,2012,"10,000 - 49,999"
273,Hudson-Webber Foundation,96,Citizens Research Council of Michigan,25000,2012,"10,000 - 49,999"
273,Hudson-Webber Foundation,105,College for Creative Studies,200000,2012,"100,000 - 249,999"
273,Hudson-Webber Foundation,108,Community Foundation for Southeast Michigan,250000,2012,"250,000 - 499,999"
273,Hudson-Webber Foundation,114,"Council of Michigan Foundations, Inc",41000,2012,"10,000 - 49,999"
273,Hudson-Webber Foundation,122,Cultural Alliance of Southeastern Michigan,100000,2012,"100,000 - 249,999"
273,Hudson-Webber Foundation,128,Detroit Artists Market,10000,2012,"10,000 - 49,999"
273,Hudson-Webber Foundation,144,Detroit Development Fund,150000,2012,"100,000 - 249,999"
273,Hudson-Webber Foundation,145,Detroit Economic Growth Association,25000,2012,"10,000 - 49,999"
273,Hudson-Webber Foundation,145,Detroit Economic Growth Association,300000,2012,"250,000 - 499,999"
273,Hudson-Webber Foundation,147,Detroit Educational Television Network,15000,2012,"10,000 - 49,999"
273,Hudson-Webber Foundation,153,Detroit Historical Society,260000,2012,"250,000 - 499,999"
273,Hudson-Webber Foundation,156,Detroit Institute of the Arts,540000,2012,"500,000 - 999,999"
273,Hudson-Webber Foundation,166,Detroit Public Library Friends Foundation,10000,2012,"10,000 - 49,999"
273,Hudson-Webber Foundation,175,Detroit Symphony Orchestra,540000,2012,"500,000 - 999,999"
273,Hudson-Webber Foundation,182,Detroit Zoological Society,15000,2012,"10,000 - 49,999"
273,Hudson-Webber Foundation,189,"Downtown Detroit Partnership, Inc",250000,2012,"250,000 - 499,999"
273,Hudson-Webber Foundation,189,"Downtown Detroit Partnership, Inc",400000,2012,"250,000 - 499,999"
273,Hudson-Webber Foundation,193,Eastern Market Corporation,300000,2012,"250,000 - 499,999"
273,Hudson-Webber Foundation,236,Funders Network for Smart Growth & Liveable Communities,5000,2012,"2,000 - 9,999"
273,Hudson-Webber Foundation,276,Independent Sector,7000,2012,"2,000 - 9,999"
273,Hudson-Webber Foundation,283,Invest Detroit Foundation,250000,2012,"250,000 - 499,999"
273,Hudson-Webber Foundation,283,Invest Detroit Foundation,500000,2012,"500,000 - 999,999"
273,Hudson-Webber Foundation,322,Local Initiatives Support Corporation (LISC),200000,2012,"100,000 - 249,999"
273,Hudson-Webber Foundation,343,Michigan Community Resources,150000,2012,"100,000 - 249,999"
273,Hudson-Webber Foundation,344,"Michigan Future, Inc",50000,2012,"50,000 - 99,999"
273,Hudson-Webber Foundation,348,Michigan Nonprofit Association (MNA),5000,2012,"2,000 - 9,999"
273,Hudson-Webber Foundation,349,Michigan Opera Theatre,15000,2012,"10,000 - 49,999"
273,Hudson-Webber Foundation,363,"Midtown Detroit, Inc",100000,2012,"100,000 - 249,999"
273,Hudson-Webber Foundation,363,"Midtown Detroit, Inc",975000,2012,"500,000 - 999,999"
273,Hudson-Webber Foundation,368,Mosaic Youth Theatre of Detroit,10000,2012,"10,000 - 49,999"
273,Hudson-Webber Foundation,370,Motown Historical Museum,10000,2012,"10,000 - 49,999"
273,Hudson-Webber Foundation,386,"New Detroit, Inc",45000,2012,"10,000 - 49,999"
273,Hudson-Webber Foundation,410,"Pewabic Society, Inc",10000,2012,"10,000 - 49,999"
273,Hudson-Webber Foundation,488,The Foundation Center,5000,2012,"2,000 - 9,999"
273,Hudson-Webber Foundation,511,United Way for Southeastern Michigan,200000,2012,"100,000 - 249,999"
273,Hudson-Webber Foundation,539,Wayne State University,25000,2012,"10,000 - 49,999"
273,Hudson-Webber Foundation,539,Wayne State University,150000,2012,"100,000 - 249,999"
273,Hudson-Webber Foundation,539,Wayne State University,300000,2012,"250,000 - 499,999"
300,Kellogg Foundation,1,"100 Black Men of Greater Detroit, Inc",10000,2011,"10,000 - 49,999"
300,Kellogg Foundation,9,Alkebu-Lan Village,25000,2012,"10,000 - 49,999"
300,Kellogg Foundation,17,Alternatives for Girls,50000,2013,"50,000 - 99,999"
300,Kellogg Foundation,21,American Civil Liberties Union Fund of Michigan,390000,2013,"250,000 - 499,999"
300,Kellogg Foundation,21,American Civil Liberties Union Fund of Michigan,390000,2011,"250,000 - 499,999"
300,Kellogg Foundation,31,Asian and Pacific Islander American Vote - Michigan,50000,2012,"50,000 - 99,999"
300,Kellogg Foundation,31,Asian and Pacific Islander American Vote - Michigan,150000,2013,"100,000 - 249,999"
300,Kellogg Foundation,33,Autism Alliance of Michigan,400000,2012,"250,000 - 499,999"
300,Kellogg Foundation,45,Big Brothers Big Sisters of Metropolitan Detroit,20000,2012,"10,000 - 49,999"
300,Kellogg Foundation,45,Big Brothers Big Sisters of Metropolitan Detroit,75000,2011,"50,000 - 99,999"
300,Kellogg Foundation,47,"Black Family Development, Inc",500000,2011,"500,000 - 999,999"
300,Kellogg Foundation,47,"Black Family Development, Inc",750000,2013,"500,000 - 999,999"
300,Kellogg Foundation,49,Black Mothers' Breastfeeding Association,2500,2013,"2,000 - 9,999"
300,Kellogg Foundation,49,Black Mothers' Breastfeeding Association,100000,2012,"100,000 - 249,999"
300,Kellogg Foundation,49,Black Mothers' Breastfeeding Association,400000,2013,"250,000 - 499,999"
300,Kellogg Foundation,51,Boggs Educational Center Project Team,50000,2013,"50,000 - 99,999"
300,Kellogg Foundation,51,Boggs Educational Center Project Team,150000,2012,"100,000 - 249,999"
300,Kellogg Foundation,57,"Boys Hope Girls Hope of Michigan, Inc",200000,2012,"100,000 - 249,999"
300,Kellogg Foundation,61,"Brightmoor Alliance, Inc",50000,2013,"50,000 - 99,999"
300,Kellogg Foundation,75,Catherine Feguson Academy,140000,2012,"100,000 - 249,999"
300,Kellogg Foundation,80,Central Detroit Christian Community Development Corporation,50000,2013,"50,000 - 99,999"
300,Kellogg Foundation,82,Charles H. Wright Museum of African American History,20000,2012,"10,000 - 49,999"
300,Kellogg Foundation,98,City Connect Detroit,200000,2012,"100,000 - 249,999"
300,Kellogg Foundation,98,City Connect Detroit,200000,2011,"100,000 - 249,999"
300,Kellogg Foundation,98,City Connect Detroit,1350000,2013,"1,000,000 - 2,999,999"
300,Kellogg Foundation,98,City Connect Detroit,2000000,2012,"1,000,000 - 2,999,999"
300,Kellogg Foundation,101,Clark Park Coalition,100000,2012,"100,000 - 249,999"
300,Kellogg Foundation,103,"Code for America Labs, Inc",148415,2012,"100,000 - 249,999"
300,Kellogg Foundation,105,College for Creative Studies,2000000,2011,"1,000,000 - 2,999,999"
300,Kellogg Foundation,106,"Communities in Schools of Detroit, Inc",30000,2011,"10,000 - 49,999"
300,Kellogg Foundation,107,Community Development Advocates of Detroit,450000,2012,"250,000 - 499,999"
300,Kellogg Foundation,109,Community Health and Social Services Center,1260788,2012,"1,000,000 - 2,999,999"
300,Kellogg Foundation,127,"Detroit Area Pre-College Engineering Program, Inc",20000,2012,"10,000 - 49,999"
300,Kellogg Foundation,127,"Detroit Area Pre-College Engineering Program, Inc",150000,2011,"100,000 - 249,999"
300,Kellogg Foundation,127,"Detroit Area Pre-College Engineering Program, Inc",300000,2012,"250,000 - 499,999"
300,Kellogg Foundation,130,Detroit Black Community Food Security Network,500,2011,"0 - 1,999"
300,Kellogg Foundation,130,Detroit Black Community Food Security Network,5000,2012,"2,000 - 9,999"
300,Kellogg Foundation,130,Detroit Black Community Food Security Network,77939,2011,"50,000 - 99,999"
300,Kellogg Foundation,130,Detroit Black Community Food Security Network,350000,2011,"250,000 - 499,999"
300,Kellogg Foundation,130,Detroit Black Community Food Security Network,750000,2013,"500,000 - 999,999"
300,Kellogg Foundation,141,Detroit Cristo Rey High School,400000,2012,"250,000 - 499,999"
300,Kellogg Foundation,145,Detroit Economic Growth Association,250000,2012,"250,000 - 499,999"
300,Kellogg Foundation,145,Detroit Economic Growth Association,400000,2011,"250,000 - 499,999"
300,Kellogg Foundation,145,Detroit Economic Growth Association,1100000,2012,"1,000,000 - 2,999,999"
300,Kellogg Foundation,145,Detroit Economic Growth Association,1500000,2012,"1,000,000 - 2,999,999"
300,Kellogg Foundation,147,Detroit Educational Television Network,250000,2012,"250,000 - 499,999"
300,Kellogg Foundation,150,Detroit Food Policy Council,75000,2011,"50,000 - 99,999"
300,Kellogg Foundation,150,Detroit Food Policy Council,390000,2011,"250,000 - 499,999"
300,Kellogg Foundation,151,Detroit Health Care for the Homeless dba Advantage Health Centers,240000,2012,"100,000 - 249,999"
300,Kellogg Foundation,152,Detroit Hispanic Development Corporation,238992,2011,"100,000 - 249,999"
300,Kellogg Foundation,152,Detroit Hispanic Development Corporation,600000,2012,"500,000 - 999,999"
300,Kellogg Foundation,152,Detroit Hispanic Development Corporation,1000000,2011,"1,000,000 - 2,999,999"
300,Kellogg Foundation,162,Detroit Midtown Micro-Enterprise Fund Corporation,50000,2011,"50,000 - 99,999"
300,Kellogg Foundation,163,Detroit Parent Network,200000,2012,"100,000 - 249,999"
300,Kellogg Foundation,168,"Detroit Regional Chamber Foundation, Inc",56000,2013,"50,000 - 99,999"
300,Kellogg Foundation,168,"Detroit Regional Chamber Foundation, Inc",100000,2012,"100,000 - 249,999"
300,Kellogg Foundation,177,"Detroit Urban League, Inc",221184,2012,"100,000 - 249,999"
300,Kellogg Foundation,179,Detroit Wayne County Health Authority,10000,2013,"10,000 - 49,999"
300,Kellogg Foundation,179,Detroit Wayne County Health Authority,50000,2012,"50,000 - 99,999"
300,Kellogg Foundation,179,Detroit Wayne County Health Authority,100000,2012,"100,000 - 249,999"
